Topic,Explanation,Question,Answer,Difficulty,StudentLevel,QuestionType,QuestionComplexity,Prerequisites,EstimatedTime,subject,grade
The Rise of the Communist Party of China,"The Communist Party of China gained prominence during a period of significant turmoil in China. The Japanese invasion in 1937 led to the retreat of the Guomindang, the ruling party at the time. The prolonged war with Japan severely weakened China, leading to economic instability with prices rising by 30 percent per month between 1945 and 1949. This economic crisis devastated the lives of ordinary people. Rural China faced dual crises: an ecological crisis characterized by soil exhaustion, deforestation, and floods, and a socio-economic crisis due to exploitative land-tenure systems, indebtedness, primitive technology, and poor communications. These conditions created an environment ripe for the rise of the Communist Party, which promised reforms and a better future for the suffering population.","Who invaded China in 1937, leading to the retreat of the Guomindang?",The Japanese invaded China in 1937.,Easy,Beginner,General,0.3229166666666666,No Prerequisites,2.0,History,11
The Rise of the Communist Party of China,"The Communist Party of China gained prominence during a period of significant turmoil in China. The Japanese invasion in 1937 led to the retreat of the Guomindang, the ruling party at the time. The prolonged war with Japan severely weakened China, leading to economic instability with prices rising by 30 percent per month between 1945 and 1949. This economic crisis devastated the lives of ordinary people. Rural China faced dual crises: an ecological crisis characterized by soil exhaustion, deforestation, and floods, and a socio-economic crisis due to exploitative land-tenure systems, indebtedness, primitive technology, and poor communications. These conditions created an environment ripe for the rise of the Communist Party, which promised reforms and a better future for the suffering population.",Describe the economic conditions in China between 1945 and 1949.,"The economic conditions in China between 1945 and 1949 were characterized by severe instability, with prices rising by 30 percent per month, which utterly destroyed the lives of ordinary people.",Medium,Intermediate,Conceptual,0.275,No Prerequisites,4.0,History,11
The Rise of the Communist Party of China,"The Communist Party of China gained prominence during a period of significant turmoil in China. The Japanese invasion in 1937 led to the retreat of the Guomindang, the ruling party at the time. The prolonged war with Japan severely weakened China, leading to economic instability with prices rising by 30 percent per month between 1945 and 1949. This economic crisis devastated the lives of ordinary people. Rural China faced dual crises: an ecological crisis characterized by soil exhaustion, deforestation, and floods, and a socio-economic crisis due to exploitative land-tenure systems, indebtedness, primitive technology, and poor communications. These conditions created an environment ripe for the rise of the Communist Party, which promised reforms and a better future for the suffering population.",Provide an example of an ecological crisis faced by rural China during this period.,"An example of an ecological crisis faced by rural China during this period was soil exhaustion, which, along with deforestation and floods, severely impacted agricultural productivity and the environment.",Hard,Advanced,General,0.3732142857142857,No Prerequisites,7.0,History,11
The Founding of the Chinese Communist Party (CCP),"The Chinese Communist Party (CCP) was established in 1921, shortly after the Russian Revolution. The success of the Russian Revolution had a significant global impact, inspiring leaders like Lenin and Trotsky to form the Comintern, also known as the Third International, in March 1918. The Comintern aimed to promote a worldwide communist government to end exploitation. Both the Comintern and the Soviet Union supported communist parties globally, operating within the framework of traditional Marxist ideology.",In which year was the Chinese Communist Party (CCP) founded?,The Chinese Communist Party (CCP) was founded in 1921.,Easy,Beginner,General,0.275,No Prerequisites,2.0,History,11
The Founding of the Chinese Communist Party (CCP),"The Chinese Communist Party (CCP) was established in 1921, shortly after the Russian Revolution. The success of the Russian Revolution had a significant global impact, inspiring leaders like Lenin and Trotsky to form the Comintern, also known as the Third International, in March 1918. The Comintern aimed to promote a worldwide communist government to end exploitation. Both the Comintern and the Soviet Union supported communist parties globally, operating within the framework of traditional Marxist ideology.",Describe the purpose of the Comintern and its role in global politics.,"The Comintern, or the Third International, was established to promote a worldwide communist government and end exploitation. It supported communist parties around the world and worked within the traditional Marxist framework.",Medium,Intermediate,Conceptual,0.3229166666666666,No Prerequisites,4.0,History,11
The Founding of the Chinese Communist Party (CCP),"The Chinese Communist Party (CCP) was established in 1921, shortly after the Russian Revolution. The success of the Russian Revolution had a significant global impact, inspiring leaders like Lenin and Trotsky to form the Comintern, also known as the Third International, in March 1918. The Comintern aimed to promote a worldwide communist government to end exploitation. Both the Comintern and the Soviet Union supported communist parties globally, operating within the framework of traditional Marxist ideology.",Provide an example of a significant event that influenced the founding of the CCP.,"A significant event that influenced the founding of the CCP was the Russian Revolution. The success of the Russian Revolution inspired the establishment of the Comintern and the spread of communist ideology globally, leading to the formation of the CCP in 1921.",Hard,Advanced,General,0.3714285714285714,No Prerequisites,7.0,History,11
The Role of the Working Class and Peasantry in Revolutionary Movements,"Revolutionary movements have historically been driven by different social classes. Initially, it was believed that the working class in cities would lead the revolution. This idea had a significant appeal across national boundaries. However, it later became aligned with Soviet interests and was dissolved in 1943. In contrast, Mao Zedong, a major leader of the Chinese Communist Party (CCP), focused on the peasantry as the driving force for revolution. His approach was successful, making the CCP a powerful political force that ultimately defeated the Guomindang.","Who was Mao Zedong, and what was his significant contribution to the Chinese Communist Party (CCP)?","Mao Zedong was a major leader of the Chinese Communist Party (CCP). His significant contribution was basing his revolutionary programme on the peasantry, which made the CCP a powerful political force.",Easy,Beginner,General,0.4234375,No Prerequisites,2.0,History,11
The Role of the Working Class and Peasantry in Revolutionary Movements,"Revolutionary movements have historically been driven by different social classes. Initially, it was believed that the working class in cities would lead the revolution. This idea had a significant appeal across national boundaries. However, it later became aligned with Soviet interests and was dissolved in 1943. In contrast, Mao Zedong, a major leader of the Chinese Communist Party (CCP), focused on the peasantry as the driving force for revolution. His approach was successful, making the CCP a powerful political force that ultimately defeated the Guomindang.",Describe the initial belief about who would lead the revolution and how this belief changed over time.,"The initial belief was that the working class in cities would lead the revolution. This idea had immense appeal across national boundaries. However, over time, this belief became aligned with Soviet interests and was dissolved in 1943.",Medium,Intermediate,Conceptual,0.4470588235294118,No Prerequisites,4.0,History,11
The Role of the Working Class and Peasantry in Revolutionary Movements,"Revolutionary movements have historically been driven by different social classes. Initially, it was believed that the working class in cities would lead the revolution. This idea had a significant appeal across national boundaries. However, it later became aligned with Soviet interests and was dissolved in 1943. In contrast, Mao Zedong, a major leader of the Chinese Communist Party (CCP), focused on the peasantry as the driving force for revolution. His approach was successful, making the CCP a powerful political force that ultimately defeated the Guomindang.",Provide an example of a revolutionary movement that was not led by the urban working class but by another social group.,"An example of a revolutionary movement not led by the urban working class is the Chinese Revolution led by Mao Zedong. Mao based his revolutionary programme on the peasantry, which ultimately led to the CCP's victory against the Guomindang.",Hard,Advanced,General,0.5488095238095239,No Prerequisites,7.0,History,11
Mao Zedong's Early Revolutionary Activities,"Mao Zedong, a key figure in Chinese history, implemented radical changes in Jiangxi from 1928 to 1934. He organized a strong peasants' council, redistributed land, and emphasized the need for an independent government and army. Mao also supported women's rights and the formation of rural women's associations, promoting new marriage laws.",Who organized a strong peasants' council in Jiangxi from 1928 to 1934?,Mao Zedong,Easy,Beginner,General,0.325,No Prerequisites,2.0,History,11
Mao Zedong's Early Revolutionary Activities,"Mao Zedong, a key figure in Chinese history, implemented radical changes in Jiangxi from 1928 to 1934. He organized a strong peasants' council, redistributed land, and emphasized the need for an independent government and army. Mao also supported women's rights and the formation of rural women's associations, promoting new marriage laws.",Describe the measures taken by Mao Zedong to address the issues of the peasants in Jiangxi.,Mao Zedong organized a strong peasants' council and implemented the confiscation and redistribution of land to address the issues of the peasants in Jiangxi.,Medium,Intermediate,Conceptual,0.421875,No Prerequisites,4.0,History,11
Mao Zedong's Early Revolutionary Activities,"Mao Zedong, a key figure in Chinese history, implemented radical changes in Jiangxi from 1928 to 1934. He organized a strong peasants' council, redistributed land, and emphasized the need for an independent government and army. Mao also supported women's rights and the formation of rural women's associations, promoting new marriage laws.",Provide an example of Mao Zedong's support for women's rights in Jiangxi during the period of 1928 to 1934.,An example of Mao Zedong's support for women's rights is his promotion of rural women's associations and the implementation of new marriage laws.,Hard,Advanced,General,0.4986842105263157,No Prerequisites,7.0,History,11
Social Reforms and Modernization in China,"In the early 20th century, China underwent significant social reforms aimed at modernizing society. One key reform was the abolition of arranged marriages and the prohibition of buying or selling marriage contracts. This law also simplified divorce procedures. Additionally, surveys like the one conducted by Mao Zedong in Xunwu in 1930 examined various aspects of everyday life, including the trade of commodities like salt and soya beans, the roles of local organizations, petty traders, craftsmen, and the influence of religious groups. These efforts were part of a broader movement to understand and address different levels of exploitation in society.",What was the main focus of the social reform law mentioned?,"The law focused on forbidding arranged marriages, stopping the purchase or sale of marriage contracts, and simplifying divorce procedures.",Easy,Beginner,General,0.2977272727272727,No Prerequisites,2.0,History,11
Social Reforms and Modernization in China,"In the early 20th century, China underwent significant social reforms aimed at modernizing society. One key reform was the abolition of arranged marriages and the prohibition of buying or selling marriage contracts. This law also simplified divorce procedures. Additionally, surveys like the one conducted by Mao Zedong in Xunwu in 1930 examined various aspects of everyday life, including the trade of commodities like salt and soya beans, the roles of local organizations, petty traders, craftsmen, and the influence of religious groups. These efforts were part of a broader movement to understand and address different levels of exploitation in society.",Describe the types of everyday commodities and local organizations that Mao Zedong examined in his 1930 survey in Xunwu.,"Mao Zedong examined commodities such as salt and soya beans, and looked at local organizations including petty traders, craftsmen, ironsmiths, and religious organizations.",Medium,Intermediate,Conceptual,0.4986842105263157,No Prerequisites,4.0,History,11
Social Reforms and Modernization in China,"In the early 20th century, China underwent significant social reforms aimed at modernizing society. One key reform was the abolition of arranged marriages and the prohibition of buying or selling marriage contracts. This law also simplified divorce procedures. Additionally, surveys like the one conducted by Mao Zedong in Xunwu in 1930 examined various aspects of everyday life, including the trade of commodities like salt and soya beans, the roles of local organizations, petty traders, craftsmen, and the influence of religious groups. These efforts were part of a broader movement to understand and address different levels of exploitation in society.",Provide an example of a social reform implemented in China during the early 20th century.,"An example of a social reform implemented in China during the early 20th century is the law that forbade arranged marriages, stopped the purchase or sale of marriage contracts, and simplified divorce procedures.",Hard,Advanced,General,0.4,No Prerequisites,7.0,History,11
Social Problems and Solutions in Peasant Societies,"In some peasant societies, economic hardship led families to sell their children, typically boys, for labor. This practice was driven by the need for hard labor rather than sexual exploitation. Studies on these practices have been used to advocate for solutions to social problems.",What was the primary reason for the sale of children in peasant societies?,The primary reason for the sale of children in peasant societies was the need for hard labor.,Easy,Beginner,General,0.348076923076923,No Prerequisites,2.0,History,11
Social Problems and Solutions in Peasant Societies,"In some peasant societies, economic hardship led families to sell their children, typically boys, for labor. This practice was driven by the need for hard labor rather than sexual exploitation. Studies on these practices have been used to advocate for solutions to social problems.",Describe the economic conditions that led to the sale of children in peasant societies.,"Economic hardship and the need for labor led to the sale of children in peasant societies. Families sold their children, typically boys, to meet their financial needs and to provide labor for various tasks.",Medium,Intermediate,Conceptual,0.3732142857142857,No Prerequisites,4.0,History,11
Social Problems and Solutions in Peasant Societies,"In some peasant societies, economic hardship led families to sell their children, typically boys, for labor. This practice was driven by the need for hard labor rather than sexual exploitation. Studies on these practices have been used to advocate for solutions to social problems.",Provide an example of a social problem identified in the studies of peasant societies and a proposed solution.,An example of a social problem identified in the studies of peasant societies is the sale of children for labor due to economic hardship. A proposed solution could be advocating for economic support and job opportunities for peasants to alleviate their financial burdens and reduce the need to sell their children.,Hard,Advanced,General,0.4722222222222222,No Prerequisites,7.0,History,11
The Long March and the Chinese Communist Party,"The Long March was a significant event in Chinese history where the Communist Party, facing a blockade by the Guomindang, embarked on a 6,000-mile journey to establish a new base in Yanan. During this period, the Communists developed their political program, focusing on ending warlordism, implementing land reforms, and combating foreign imperialism. This helped them gain substantial public support.",Who were the two main political groups involved in the Long March?,The two main political groups involved in the Long March were the Chinese Communist Party and the Guomindang.,Easy,Beginner,General,0.3229166666666666,No Prerequisites,2.0,History,11
The Long March and the Chinese Communist Party,"The Long March was a significant event in Chinese history where the Communist Party, facing a blockade by the Guomindang, embarked on a 6,000-mile journey to establish a new base in Yanan. During this period, the Communists developed their political program, focusing on ending warlordism, implementing land reforms, and combating foreign imperialism. This helped them gain substantial public support.",Describe the primary objectives of the Communist Party's program after the Long March.,"The primary objectives of the Communist Party's program after the Long March were to end warlordism, carry out land reforms, and fight foreign imperialism.",Medium,Intermediate,Conceptual,0.3461538461538461,No Prerequisites,4.0,History,11
The Long March and the Chinese Communist Party,"The Long March was a significant event in Chinese history where the Communist Party, facing a blockade by the Guomindang, embarked on a 6,000-mile journey to establish a new base in Yanan. During this period, the Communists developed their political program, focusing on ending warlordism, implementing land reforms, and combating foreign imperialism. This helped them gain substantial public support.",Provide an example of a significant event that helped the Chinese Communist Party gain a strong social base.,"A significant event that helped the Chinese Communist Party gain a strong social base was the Long March (1934-35), during which they developed and implemented programs aimed at addressing social and economic issues, such as land reforms and fighting foreign imperialism.",Hard,Advanced,General,0.4736111111111111,No Prerequisites,7.0,History,11
The Establishment of the People's Republic of China,"The People's Republic of China (PRC) was founded in 1949 after the Communist Party defeated the Guomindang (Nationalist Party) in a civil war. The new government was based on the concept of 'New Democracy,' which aimed to unite all social classes rather than focusing solely on the working class, as was the case in the Soviet Union's 'dictatorship of the proletariat.' This period, from 1949 to 1965, saw significant changes in China's political and economic landscape, with the government taking control of key economic sectors.",What year was the People's Republic of China established?,The People's Republic of China was established in 1949.,Easy,Beginner,General,0.25,No Prerequisites,2.0,History,11
The Establishment of the People's Republic of China,"The People's Republic of China (PRC) was founded in 1949 after the Communist Party defeated the Guomindang (Nationalist Party) in a civil war. The new government was based on the concept of 'New Democracy,' which aimed to unite all social classes rather than focusing solely on the working class, as was the case in the Soviet Union's 'dictatorship of the proletariat.' This period, from 1949 to 1965, saw significant changes in China's political and economic landscape, with the government taking control of key economic sectors.",Describe the concept of 'New Democracy' as it was applied in the People's Republic of China.,"The concept of 'New Democracy' in the People's Republic of China involved an alliance of all social classes, aiming to create a unified society rather than focusing solely on the working class.",Medium,Intermediate,Conceptual,0.421875,No Prerequisites,4.0,History,11
The Establishment of the People's Republic of China,"The People's Republic of China (PRC) was founded in 1949 after the Communist Party defeated the Guomindang (Nationalist Party) in a civil war. The new government was based on the concept of 'New Democracy,' which aimed to unite all social classes rather than focusing solely on the working class, as was the case in the Soviet Union's 'dictatorship of the proletariat.' This period, from 1949 to 1965, saw significant changes in China's political and economic landscape, with the government taking control of key economic sectors.",Provide an example of a significant political change that occurred in China between 1949 and 1965.,"A significant political change during this period was the establishment of the People's Republic of China government in 1949, which was based on the principles of 'New Democracy' and involved the government taking control of critical areas of the economy.",Hard,Advanced,General,0.425,No Prerequisites,7.0,History,11
Socialist Transformation and the Great Leap Forward in China,"The socialist transformation in China involved the government taking control of private enterprises and ending private ownership of land. This process continued until 1953, when the government announced a new phase of socialist transformation. In 1958, the Great Leap Forward movement was initiated to rapidly industrialize the country. This policy encouraged people to set up small steel furnaces in their backyards and establish people's communes in rural areas, where land would be collectively owned.",What year was the Great Leap Forward movement launched in China?,The Great Leap Forward movement was launched in 1958.,Easy,Beginner,General,0.3,No Prerequisites,2.0,History,11
Socialist Transformation and the Great Leap Forward in China,"The socialist transformation in China involved the government taking control of private enterprises and ending private ownership of land. This process continued until 1953, when the government announced a new phase of socialist transformation. In 1958, the Great Leap Forward movement was initiated to rapidly industrialize the country. This policy encouraged people to set up small steel furnaces in their backyards and establish people's communes in rural areas, where land would be collectively owned.",Describe the main objective of the Great Leap Forward movement.,The main objective of the Great Leap Forward movement was to rapidly industrialize China by encouraging people to set up small steel furnaces in their backyards and establish people's communes in rural areas.,Medium,Intermediate,Conceptual,0.2725,No Prerequisites,4.0,History,11
Socialist Transformation and the Great Leap Forward in China,"The socialist transformation in China involved the government taking control of private enterprises and ending private ownership of land. This process continued until 1953, when the government announced a new phase of socialist transformation. In 1958, the Great Leap Forward movement was initiated to rapidly industrialize the country. This policy encouraged people to set up small steel furnaces in their backyards and establish people's communes in rural areas, where land would be collectively owned.",Provide an example of how the socialist transformation in China affected private ownership.,"An example of how the socialist transformation affected private ownership is the gradual ending of private ownership of land, which was taken over by the government as part of the socialist transformation programme.",Hard,Advanced,General,0.35,No Prerequisites,7.0,History,11
Dictatorship of the Proletariat,"The term ""dictatorship of the proletariat"" was introduced by Karl Marx to describe a phase in society where the working class, or proletariat, would take control of the government. This concept suggests that the working class would overthrow the existing repressive government, which is controlled by the propertied class, and establish a new revolutionary government. This new government would be led by the workers and would aim to create a more just and equal society. It is important to note that this term does not refer to a dictatorship in the modern sense, where a single leader or small group holds absolute power. Instead, it envisions a collective leadership by the working class to bring about social and economic change.","Who introduced the concept of the ""dictatorship of the proletariat""?",Karl Marx,Easy,Beginner,General,0.2674999999999999,No Prerequisites,2.0,History,11
Dictatorship of the Proletariat,"The term ""dictatorship of the proletariat"" was introduced by Karl Marx to describe a phase in society where the working class, or proletariat, would take control of the government. This concept suggests that the working class would overthrow the existing repressive government, which is controlled by the propertied class, and establish a new revolutionary government. This new government would be led by the workers and would aim to create a more just and equal society. It is important to note that this term does not refer to a dictatorship in the modern sense, where a single leader or small group holds absolute power. Instead, it envisions a collective leadership by the working class to bring about social and economic change.","Describe the role of the working class in the concept of the ""dictatorship of the proletariat"".","The working class, or proletariat, is envisioned to take control of the government by overthrowing the existing repressive government controlled by the propertied class. They would then establish a new revolutionary government aimed at creating a more just and equal society.",Medium,Intermediate,Conceptual,0.415625,No Prerequisites,4.0,History,11
Dictatorship of the Proletariat,"The term ""dictatorship of the proletariat"" was introduced by Karl Marx to describe a phase in society where the working class, or proletariat, would take control of the government. This concept suggests that the working class would overthrow the existing repressive government, which is controlled by the propertied class, and establish a new revolutionary government. This new government would be led by the workers and would aim to create a more just and equal society. It is important to note that this term does not refer to a dictatorship in the modern sense, where a single leader or small group holds absolute power. Instead, it envisions a collective leadership by the working class to bring about social and economic change.","Provide an example of a historical event or movement that aimed to establish a ""dictatorship of the proletariat"".","The Russian Revolution of 1917 is a prominent example where the Bolsheviks, led by Vladimir Lenin, aimed to establish a dictatorship of the proletariat. They sought to overthrow the existing government and create a new socialist state led by the working class.",Hard,Advanced,General,0.4722222222222222,No Prerequisites,7.0,History,11
Mao Zedong's Initiatives and the Formation of Communes in China,"Mao Zedong, the leader of China, initiated significant changes in the agricultural sector by establishing communes. By 1958, there were 26,000 communes that covered 98 percent of the farm population. Mao aimed to create a 'socialist man' with strong values such as love for the fatherland, people, labour, science, and public property. Various mass organizations were formed for different groups like farmers, women, and students to support these goals.","What year were 26,000 communes established in China, covering 98 percent of the farm population?",1958,Easy,Beginner,General,0.4,No Prerequisites,2.0,History,11
Mao Zedong's Initiatives and the Formation of Communes in China,"Mao Zedong, the leader of China, initiated significant changes in the agricultural sector by establishing communes. By 1958, there were 26,000 communes that covered 98 percent of the farm population. Mao aimed to create a 'socialist man' with strong values such as love for the fatherland, people, labour, science, and public property. Various mass organizations were formed for different groups like farmers, women, and students to support these goals.",Describe the characteristics of the 'socialist man' that Mao Zedong aimed to create.,"The 'socialist man' was envisioned to have five loves: fatherland, people, labour, science, and public property.",Medium,Intermediate,Conceptual,0.348076923076923,No Prerequisites,4.0,History,11
Mao Zedong's Initiatives and the Formation of Communes in China,"Mao Zedong, the leader of China, initiated significant changes in the agricultural sector by establishing communes. By 1958, there were 26,000 communes that covered 98 percent of the farm population. Mao aimed to create a 'socialist man' with strong values such as love for the fatherland, people, labour, science, and public property. Various mass organizations were formed for different groups like farmers, women, and students to support these goals.",Provide an example of a mass organization created during Mao Zedong's initiatives.,The All-China Democratic Women’s Federation,Hard,Advanced,General,0.325,No Prerequisites,7.0,History,11
The Great Leap Forward and Its Aftermath,"The Great Leap Forward was a campaign initiated by Mao Zedong in China from 1958 to 1962. It aimed to rapidly transform China from an agrarian society into a socialist society through rapid industrialization and collectivization. However, the campaign faced significant challenges and criticism. By 1953-54, some leaders like Liu Shaoqi and Deng Xiaoping recognized the inefficiencies of the commune system and the poor quality of steel produced in backyard furnaces. This period saw conflicting visions within the Communist Party, leading to reforms and adjustments in the late 1960s and 1970s.",Who were the key figures who tried to modify the commune system during the Great Leap Forward?,Liu Shaoqi and Deng Xiaoping.,Easy,Beginner,General,0.4470588235294118,No Prerequisites,2.0,History,11
The Great Leap Forward and Its Aftermath,"The Great Leap Forward was a campaign initiated by Mao Zedong in China from 1958 to 1962. It aimed to rapidly transform China from an agrarian society into a socialist society through rapid industrialization and collectivization. However, the campaign faced significant challenges and criticism. By 1953-54, some leaders like Liu Shaoqi and Deng Xiaoping recognized the inefficiencies of the commune system and the poor quality of steel produced in backyard furnaces. This period saw conflicting visions within the Communist Party, leading to reforms and adjustments in the late 1960s and 1970s.",Describe the main objectives and methods of the Great Leap Forward.,The main objectives of the Great Leap Forward were to rapidly transform China from an agrarian society into a socialist society through rapid industrialization and collectivization. The methods included setting up communes and backyard furnaces to increase steel production.,Medium,Intermediate,Conceptual,0.2977272727272727,No Prerequisites,4.0,History,11
The Great Leap Forward and Its Aftermath,"The Great Leap Forward was a campaign initiated by Mao Zedong in China from 1958 to 1962. It aimed to rapidly transform China from an agrarian society into a socialist society through rapid industrialization and collectivization. However, the campaign faced significant challenges and criticism. By 1953-54, some leaders like Liu Shaoqi and Deng Xiaoping recognized the inefficiencies of the commune system and the poor quality of steel produced in backyard furnaces. This period saw conflicting visions within the Communist Party, leading to reforms and adjustments in the late 1960s and 1970s.",Provide an example of a significant issue that arose during the Great Leap Forward.,"One significant issue that arose during the Great Leap Forward was the production of unusable steel in backyard furnaces, which highlighted the inefficiencies of the commune system.",Hard,Advanced,General,0.375,No Prerequisites,7.0,History,11
The Great Proletarian Cultural Revolution,"The Great Proletarian Cultural Revolution was a sociopolitical movement in China from 1966 to 1976, launched by Mao Zedong. It aimed to preserve Chinese Communism by purging remnants of capitalist and traditional elements from Chinese society, and to re-impose Maoist thought as the dominant ideology within the Party. The Red Guards, composed mainly of students and the army, were used to carry out this campaign against old culture, customs, and habits. Professionals and students were sent to the countryside to learn from the masses, emphasizing the importance of Communist ideology over expertise.",Who launched the Great Proletarian Cultural Revolution?,Mao Zedong,Easy,Beginner,General,0.2,No Prerequisites,2.0,History,11
The Great Proletarian Cultural Revolution,"The Great Proletarian Cultural Revolution was a sociopolitical movement in China from 1966 to 1976, launched by Mao Zedong. It aimed to preserve Chinese Communism by purging remnants of capitalist and traditional elements from Chinese society, and to re-impose Maoist thought as the dominant ideology within the Party. The Red Guards, composed mainly of students and the army, were used to carry out this campaign against old culture, customs, and habits. Professionals and students were sent to the countryside to learn from the masses, emphasizing the importance of Communist ideology over expertise.",Describe the role of the Red Guards during the Great Proletarian Cultural Revolution.,"The Red Guards, composed mainly of students and the army, were used to carry out a campaign against old culture, customs, and habits. They were instrumental in promoting Communist ideology and purging traditional elements from Chinese society.",Medium,Intermediate,Conceptual,0.3461538461538461,No Prerequisites,4.0,History,11
The Great Proletarian Cultural Revolution,"The Great Proletarian Cultural Revolution was a sociopolitical movement in China from 1966 to 1976, launched by Mao Zedong. It aimed to preserve Chinese Communism by purging remnants of capitalist and traditional elements from Chinese society, and to re-impose Maoist thought as the dominant ideology within the Party. The Red Guards, composed mainly of students and the army, were used to carry out this campaign against old culture, customs, and habits. Professionals and students were sent to the countryside to learn from the masses, emphasizing the importance of Communist ideology over expertise.",Provide an example of a policy implemented during the Great Proletarian Cultural Revolution.,One policy implemented during the Great Proletarian Cultural Revolution was sending students and professionals to the countryside to learn from the masses. This policy aimed to reinforce Communist ideology and reduce the emphasis on expertise.,Hard,Advanced,General,0.35,No Prerequisites,7.0,History,11
The Cultural Revolution in China,"The Cultural Revolution in China was a period of significant social and political upheaval that took place from 1966 to 1976. During this time, there was a shift away from professional knowledge and rational debate, replaced by denunciations and slogans. This period led to turmoil, weakened the Communist Party, and severely disrupted the economy and educational system. By the late 1960s, there was a gradual shift towards greater social discipline and a focus on building an industrial economy. In 1978, significant reforms were initiated to modernize China and strengthen its position globally.",What significant event took place in China from 1966 to 1976?,The Cultural Revolution.,Easy,Beginner,General,0.3,No Prerequisites,2.0,History,11
The Cultural Revolution in China,"The Cultural Revolution in China was a period of significant social and political upheaval that took place from 1966 to 1976. During this time, there was a shift away from professional knowledge and rational debate, replaced by denunciations and slogans. This period led to turmoil, weakened the Communist Party, and severely disrupted the economy and educational system. By the late 1960s, there was a gradual shift towards greater social discipline and a focus on building an industrial economy. In 1978, significant reforms were initiated to modernize China and strengthen its position globally.",Describe the impact of the Cultural Revolution on China's economy and educational system.,"The Cultural Revolution severely disrupted the economy and educational system, leading to significant turmoil and weakening the Communist Party.",Medium,Intermediate,Conceptual,0.348076923076923,No Prerequisites,4.0,History,11
The Cultural Revolution in China,"The Cultural Revolution in China was a period of significant social and political upheaval that took place from 1966 to 1976. During this time, there was a shift away from professional knowledge and rational debate, replaced by denunciations and slogans. This period led to turmoil, weakened the Communist Party, and severely disrupted the economy and educational system. By the late 1960s, there was a gradual shift towards greater social discipline and a focus on building an industrial economy. In 1978, significant reforms were initiated to modernize China and strengthen its position globally.",Provide an example of a reform initiated in China in 1978.,"In 1978, China initiated reforms to modernize the country and build an industrial economy, aiming to become a global power by the end of the century.",Hard,Advanced,General,0.2977272727272727,No Prerequisites,7.0,History,11
Economic and Political Reforms in China from 1978,"In 1978, China underwent significant reforms led by Deng Xiaoping. These reforms aimed to modernize the country in four key areas: science, industry, agriculture, and defense, a strategy known as the Four Modernisations. While maintaining strong party control, Deng introduced a socialist market economy, allowing for more open debate and intellectual freedom. This period saw a surge in new ideas and innovations, similar to the May Fourth movement decades earlier.",Who was the leader responsible for introducing the Four Modernisations in China?,Deng Xiaoping,Easy,Beginner,General,0.3229166666666666,No Prerequisites,2.0,History,11
Economic and Political Reforms in China from 1978,"In 1978, China underwent significant reforms led by Deng Xiaoping. These reforms aimed to modernize the country in four key areas: science, industry, agriculture, and defense, a strategy known as the Four Modernisations. While maintaining strong party control, Deng introduced a socialist market economy, allowing for more open debate and intellectual freedom. This period saw a surge in new ideas and innovations, similar to the May Fourth movement decades earlier.",Describe the Four Modernisations introduced in China in 1978.,"The Four Modernisations aimed to develop science, industry, agriculture, and defense in China.",Medium,Intermediate,Conceptual,0.2472222222222222,No Prerequisites,4.0,History,11
Economic and Political Reforms in China from 1978,"In 1978, China underwent significant reforms led by Deng Xiaoping. These reforms aimed to modernize the country in four key areas: science, industry, agriculture, and defense, a strategy known as the Four Modernisations. While maintaining strong party control, Deng introduced a socialist market economy, allowing for more open debate and intellectual freedom. This period saw a surge in new ideas and innovations, similar to the May Fourth movement decades earlier.",Provide an example of a historical movement in China that is comparable to the intellectual climate created by the 1978 reforms.,"The May Fourth movement, which occurred around 60 years earlier, is an example of a historical movement in China that is comparable to the intellectual climate created by the 1978 reforms.",Hard,Advanced,General,0.5488095238095239,No Prerequisites,7.0,History,11
The Fifth Modernisation and Criticism of the CCP,"The Fifth Modernisation was a political movement in China that emerged in the late 1970s. It advocated for democracy as a necessary component for the success of other modernisations, such as industrial and agricultural development. The movement criticized the Chinese Communist Party (CCP) for failing to address issues like poverty and sexual exploitation, even within the Party itself. This movement highlighted the importance of democratic reforms in achieving comprehensive societal progress.",What was the main message of the wall-poster titled 'The Fifth Modernisation'?,"The main message of the wall-poster titled 'The Fifth Modernisation' was that without democracy, other modernisations would be ineffective.",Easy,Beginner,General,0.3479166666666666,No Prerequisites,2.0,History,11
The Fifth Modernisation and Criticism of the CCP,"The Fifth Modernisation was a political movement in China that emerged in the late 1970s. It advocated for democracy as a necessary component for the success of other modernisations, such as industrial and agricultural development. The movement criticized the Chinese Communist Party (CCP) for failing to address issues like poverty and sexual exploitation, even within the Party itself. This movement highlighted the importance of democratic reforms in achieving comprehensive societal progress.",Describe the criticisms levied against the CCP in the context of the Fifth Modernisation.,"The criticisms against the CCP included not solving the problem of poverty and not ending sexual exploitation, with specific cases of such abuse being cited from within the Party.",Medium,Intermediate,Conceptual,0.3696428571428571,No Prerequisites,4.0,History,11
